"id","title","genres","director","rating","imdb_rating","avg_rating","total_reviews","total_spoilers"
"tt0101540","Cape Fear ","Crime|Thriller","Martin Scorsese","R",7,7,205,49
"tt3152624","Trainwreck ","Comedy|Romance","Judd Apatow","R",6,5,322,92
"tt0116209","The English Patient ","Drama|Romance|War","Anthony Minghella","R",7,7,370,64
"tt0119488","L.A. Confidential ","Crime|Drama|Mystery|Thriller","Curtis Hanson","R",8,9,511,90
"tt0114508","Species ","Action|Horror|Sci-Fi|Thriller","Roger Donaldson","R",6,6,99,29
"tt0209958","The Cell ","Horror|Sci-Fi|Thriller","Tarsem Singh","R",6,6,464,60
"tt0120744","The Man in the Iron Mask ","Action|Adventure","Randall Wallace","PG-13",6,6,175,32
"tt1632708","Friends with Benefits ","Comedy|Romance","Will Gluck","R",7,6,156,41
"tt0104797","Malcolm X ","Biography|Drama|History|Romance","Spike Lee","PG-13",8,8,132,39
"tt1758830","This Is 40 ","Comedy","Judd Apatow","R",6,5,235,55
"tt0119008","Donnie Brasco ","Biography|Crime|Drama","Mike Newell","R",8,8,184,43
"tt0120804","Resident Evil ","Action|Horror|Sci-Fi","Paul W.S. Anderson","R",7,7,505,79
"tt1637688","In Time ","Action|Sci-Fi|Thriller","Andrew Niccol","PG-13",7,6,410,138
"tt0111301","Street Fighter ","Action|Adventure|Comedy|Thriller","Steven E. de Souza","PG-13",4,4,211,38
"tt0253474","The Pianist ","Biography|Drama|War","Roman Polanski","R",9,9,564,113
"tt0762121","The Nativity Story ","Drama|Family|Fantasy","Catherine Hardwicke","PG",7,8,187,39
"tt0376541","Closer ","Drama|Romance","Mike Nichols","R",7,6,670,139
"tt0100403","Predator 2 ","Action|Horror|Sci-Fi","Stephen Hopkins","R",6,7,227,78
"tt0124298","Blast from the Past ","Comedy|Drama|Romance|Sci-Fi","Hugh Wilson","PG-13",7,7,179,29
"tt3322364","Concussion ","Biography|Drama|Sport","Peter Landesman","PG-13",7,7,155,40
"tt0962736","The Young Victoria ","Biography|Drama|History|Romance","Jean-Marc Vallée","PG",7,7,88,23
"tt0478304","The Tree of Life ","Drama|Fantasy","Terrence Malick","PG-13",7,5,640,188
"tt0450314","Punisher: War Zone ","Action|Crime|Drama|Thriller","Lexi Alexander","R",6,6,272,75
"tt0401445","A Good Year ","Comedy|Drama|Romance","Ridley Scott","PG-13",7,7,188,29
"tt0106469","Blood In, Blood Out ","Crime|Drama","Taylor Hackford","R",8,8,96,15
"tt1790864","The Maze Runner ","Action|Mystery|Sci-Fi|Thriller","Wes Ball","PG-13",7,6,515,203
"tt0106226","The Age of Innocence ","Drama|Romance","Martin Scorsese","PG",7,7,126,21
"tt0414993","The Fountain ","Drama|Sci-Fi","Darren Aronofsky","PG-13",7,7,726,195
"tt0104257","A Few Good Men ","Drama|Thriller","Rob Reiner","R",8,8,271,55
"tt0330793","The Punisher ","Action|Crime|Drama|Thriller","Jonathan Hensleigh","R",7,6,490,110
"tt0086190","Star Wars: Episode VI - Return of the Jedi ","Action|Adventure|Fantasy|Sci-Fi","Richard Marquand","PG",8,8,409,136
"tt0976051","The Reader ","Drama|Romance","Stephen Daldry","R",8,7,349,136
"tt0319343","Elf ","Comedy|Family|Fantasy|Romance","Jon Favreau","PG",7,7,332,63
"tt0457510","Nacho Libre ","Comedy|Family|Sport","Jared Hess","PG",6,6,415,55
"tt1478338","Bridesmaids ","Comedy|Romance","Paul Feig","R",7,6,411,105
"tt1245492","This Is the End ","Comedy|Fantasy","Evan Goldberg","R",7,6,646,197
"tt0945513","Source Code ","Mystery|Sci-Fi|Thriller","Duncan Jones","PG-13",8,7,481,173
"tt0106246","Alive ","Adventure|Biography|Drama|Thriller","Frank Marshall","R",7,8,88,16
"tt0078788","Apocalypse Now ","Drama|War","Francis Ford Coppola","R",9,8,387,58
"tt2278388","The Grand Budapest Hotel ","Adventure|Comedy|Crime|Drama","Wes Anderson","R",8,8,643,140
"tt0099052","Arachnophobia ","Comedy|Fantasy|Horror|Thriller","Frank Marshall","PG-13",6,7,108,22
"tt0186151","Frequency ","Crime|Drama|Mystery|Sci-Fi|Thriller","Gregory Hoblit","PG-13",7,8,371,42
"tt1524930","Vacation ","Adventure|Comedy","John Francis Daley","R",6,5,232,52
"tt0299658","Chicago ","Comedy|Crime|Musical","Rob Marshall","PG-13",7,8,539,43
"tt0142342","Big Daddy ","Comedy|Drama","Dennis Dugan","PG-13",6,7,204,35
"tt0252866","American Pie 2 ","Comedy","J.B. Rogers","R",6,7,275,23
"tt0114709","Toy Story ","Adventure|Animation|Comedy|Family|Fantasy","John Lasseter","G",8,9,342,91
"tt0111257","Speed ","Action|Adventure|Crime|Thriller","Jan de Bont","R",7,8,273,76
"tt0210945","Remember the Titans ","Biography|Drama|Sport","Boaz Yakin","PG",8,8,301,38
"tt0099810","The Hunt for Red October ","Action|Adventure|Thriller","John McTiernan","PG",8,8,202,47
"tt0364725","Dodgeball: A True Underdog Story ","Comedy|Sport","Rawson Marshall Thurber","PG-13",7,7,303,61
"tt0101272","The Addams Family ","Comedy|Fantasy","Barry Sonnenfeld","PG-13",7,7,106,26
"tt0112281","Ace Ventura: When Nature Calls ","Adventure|Comedy","Steve Oedekerk","PG-13",6,6,129,22
"tt0247638","The Princess Diaries ","Comedy|Family|Romance","Garry Marshall","G",6,7,208,25
"tt0116313","The First Wives Club ","Comedy","Hugh Wilson","PG",6,6,85,17
"tt0114369","Se7en ","Crime|Drama|Mystery|Thriller","David Fincher","R",9,9,583,153
"tt1136608","District 9 ","Action|Sci-Fi|Thriller","Neill Blomkamp","R",8,7,734,272
"tt0327056","Mystic River ","Crime|Drama|Mystery|Thriller","Clint Eastwood","R",8,7,575,160
"tt0405159","Million Dollar Baby ","Drama|Sport","Clint Eastwood","PG-13",8,8,598,199
"tt0332280","The Notebook ","Drama|Romance","Nick Cassavetes","PG-13",8,8,658,144
"tt0110322","Legends of the Fall ","Drama|Romance|War|Western","Edward Zwick","R",8,8,263,61
"tt1193138","Up in the Air ","Drama|Romance","Jason Reitman","R",7,8,429,141
"tt1276104","Looper ","Action|Crime|Drama|Sci-Fi|Thriller","Rian Johnson","R",7,6,662,248
"tt0112431","Babe ","Comedy|Drama|Family","Chris Noonan","G",7,9,139,20
"tt0800039","Forgetting Sarah Marshall ","Comedy|Drama|Romance","Nicholas Stoller","R",7,7,304,68
"tt0430105","Four Brothers ","Action|Crime|Drama|Mystery|Thriller","John Singleton","R",7,7,324,87
"tt0119313","Hope Floats ","Drama|Romance","Forest Whitaker","PG-13",6,6,107,16
"tt1605783","Midnight in Paris ","Comedy|Fantasy|Romance","Woody Allen","PG-13",8,7,453,142
"tt0221027","Blow ","Biography|Crime|Drama","Ted Demme","R",8,7,302,52
"tt0431308","P.S. I Love You ","Drama|Romance","Richard LaGravenese","PG-13",7,6,234,81
"tt0783233","Atonement ","Drama|Mystery|Romance|War","Joe Wright","R",8,7,550,187
"tt0121164","Corpse Bride ","Animation|Drama|Family|Fantasy|Musical|Romance","Tim Burton","PG",7,7,452,117
"tt3397884","Sicario ","Action|Crime|Drama|Mystery|Thriller","Denis Villeneuve","R",8,7,508,153
"tt1798684","Southpaw ","Drama|Sport","Antoine Fuqua","R",8,7,282,92
"tt1259521","The Cabin in the Woods ","Fantasy|Horror|Mystery|Thriller","Drew Goddard","R",7,5,723,263
"tt0993842","Hanna ","Action|Drama|Thriller","Joe Wright","PG-13",7,6,381,120
"tt1939659","Carrie ","Drama|Fantasy|Horror","Kimberly Peirce","R",6,6,370,164
"tt0472033","9 ","Action|Adventure|Animation|Drama|Mystery|Sci-Fi|Thriller","Shane Acker","PG-13",7,7,236,92
"tt1458175","The Next Three Days ","Crime|Drama|Romance|Thriller","Paul Haggis","PG-13",7,7,215,65
"tt0758752","Love & Other Drugs ","Comedy|Drama|Romance","Edward Zwick","R",7,6,195,57
"tt0087843","Once Upon a Time in America ","Crime|Drama","Sergio Leone","R",8,8,404,105
"tt2848292","Pitch Perfect 2 ","Comedy|Music","Elizabeth Banks","PG-13",7,6,191,66
"tt0358273","Walk the Line ","Biography|Drama|Music|Romance","James Mangold","PG-13",8,8,715,147
"tt0118755","The Borrowers ","Adventure|Comedy|Family|Fantasy","Peter Hewitt","PG",6,6,24,5
"tt0103639","Aladdin ","Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance","Ron Clements","G",8,9,202,54
"tt0095016","Die Hard ","Action|Thriller","John McTiernan","R",8,9,392,93
"tt1596363","The Big Short ","Biography|Comedy|Drama|History","Adam McKay","R",8,7,403,93
"tt0363547","Dawn of the Dead ","Action|Horror|Thriller","Zack Snyder","R",7,8,516,128
"tt0209475","The Wedding Planner ","Comedy|Romance","Adam Shankman","PG-13",5,5,147,19
"tt0265666","The Royal Tenenbaums ","Comedy|Drama","Wes Anderson","R",8,7,555,39
"tt0309698","Identity ","Mystery|Thriller","James Mangold","R",7,7,528,142
"tt1204975","Last Vegas ","Comedy|Romance","Jon Turteltaub","PG-13",7,7,157,50
"tt0240890","Serendipity ","Comedy|Romance","Peter Chelsom","PG-13",7,7,286,48
"tt0111438","Timecop ","Action|Crime|Sci-Fi|Thriller","Peter Hyams","R",6,7,102,25
"tt0196229","Zoolander ","Comedy","Ben Stiller","PG-13",7,7,379,49
"tt0107120","Hocus Pocus ","Comedy|Family|Fantasy","Kenny Ortega","PG",7,8,116,38
"tt1250777","Kick-Ass ","Action|Comedy","Matthew Vaughn","R",8,7,696,214
"tt0414387","Pride & Prejudice ","Drama|Romance","Joe Wright","PG",8,7,729,154
"tt0083658","Blade Runner ","Sci-Fi|Thriller","Ridley Scott","R",8,8,408,80
"tt1650554","Kick-Ass 2 ","Action|Comedy|Crime","Jeff Wadlow","R",7,7,356,129
"tt0478311","Knocked Up ","Comedy|Romance","Judd Apatow","R",7,6,528,143
"tt0102975","Star Trek VI: The Undiscovered Country ","Action|Adventure|Sci-Fi|Thriller","Nicholas Meyer","PG",7,8,151,36
"tt0276751","About a Boy ","Comedy|Drama|Romance","Chris Weitz","PG-13",7,8,305,44
"tt0118929","Dark City ","Action|Drama|Fantasy|Mystery|Sci-Fi|Thriller","Alex Proyas","R",8,8,483,81
"tt0322330","Freaky Friday ","Comedy|Family|Fantasy|Music|Romance","Mark Waters","PG",6,8,199,29
"tt0405422","The 40-Year-Old Virgin ","Comedy|Romance","Judd Apatow","R",7,7,507,97
"tt0138097","Shakespeare in Love ","Comedy|Drama|Romance","John Madden","R",7,8,564,50
"tt0099938","Kindergarten Cop ","Action|Comedy|Crime","Ivan Reitman","PG-13",6,8,85,18
"tt0910936","Pineapple Express ","Action|Comedy|Crime","David Gordon Green","R",7,6,361,89
"tt0120631","Ever After: A Cinderella Story ","Comedy|Drama|Romance","Andy Tennant","PG-13",7,9,247,40
"tt0316356","Open Range ","Drama|Romance|Western","Kevin Costner","R",8,8,373,52
"tt0099582","Flatliners ","Drama|Horror|Sci-Fi|Thriller","Joel Schumacher","R",7,7,122,36
"tt0190590","O Brother, Where Art Thou? ","Adventure|Comedy|Crime|Music","Joel Coen","PG-13",8,8,578,53
"tt1038686","Legion ","Action|Fantasy|Horror","Scott Stewart","R",5,5,303,144
"tt1598822","New Year's Eve ","Comedy|Romance","Garry Marshall","PG-13",6,5,131,30
"tt0335345","The Passion of the Christ ","Drama","Mel Gibson","R",7,5,645,103
"tt0107614","Mrs. Doubtfire ","Comedy|Drama|Family|Romance","Chris Columbus","PG-13",7,8,168,41
"tt1205489","Gran Torino ","Drama","Clint Eastwood","R",8,8,727,240
"tt0936501","Taken ","Action|Thriller","Pierre Morel","PG-13",8,7,725,266
"tt0103855","The Bodyguard ","Action|Drama|Music|Romance","Mick Jackson","R",6,6,96,24
"tt0108052","Schindler's List ","Biography|Drama|History","Steven Spielberg","R",9,9,1151,248
"tt1454029","The Help ","Drama","Tate Taylor","PG-13",8,8,380,83
"tt1060277","Cloverfield ","Action|Adventure|Horror|Sci-Fi","Matt Reeves","PG-13",7,4,739,349
"tt0103060","Teenage Mutant Ninja Turtles II: The Secret of the Ooze ","Action|Adventure|Comedy|Family|Sci-Fi","Michael Pressman","PG",6,7,63,17
"tt0477348","No Country for Old Men ","Crime|Drama|Thriller","Ethan Coen","R",8,5,726,337
"tt0243155","Bridget Jones's Diary ","Comedy|Drama|Romance","Sharon Maguire","R",7,7,393,42
"tt0241303","Chocolat ","Drama|Romance","Lasse Hallström","PG-13",7,7,369,41
"tt1411238","No Strings Attached ","Comedy|Romance","Ivan Reitman","R",6,5,153,51
"tt0108358","Tombstone ","Action|Biography|Drama|History|Romance|Western","George P. Cosmatos","R",8,8,344,58
"tt0398808","Bridge to Terabithia ","Adventure|Drama|Family|Fantasy","Gabor Csupo","PG",7,7,504,232
"tt0308644","Finding Neverland ","Biography|Drama|Family","Marc Forster","PG",8,9,567,92
"tt1601913","The Grey ","Action|Adventure|Drama|Thriller","Joe Carnahan","R",7,6,731,334
"tt0357413","Anchorman: The Legend of Ron Burgundy ","Comedy","Adam McKay","PG-13",7,6,479,92
"tt0099685","Goodfellas ","Biography|Crime|Drama","Martin Scorsese","R",9,9,585,122
"tt0396752","Nanny McPhee ","Comedy|Family|Fantasy","Kirk Jones","PG",7,8,169,33
"tt0086250","Scarface ","Crime|Drama","Brian De Palma","R",8,8,408,95
"tt0469494","There Will Be Blood ","Drama","Paul Thomas Anderson","R",8,6,723,231
"tt0852713","The House Bunny ","Comedy|Romance","Fred Wolf","PG-13",6,6,115,31
"tt0301470","Jeepers Creepers II ","Horror","Victor Salva","R",6,5,208,37
"tt0274558","The Hours ","Drama|Romance","Stephen Daldry","PG-13",8,7,455,77
"tt0454945","She's the Man ","Comedy|Romance","Andy Fickman","PG-13",6,8,249,54
"tt0453451","Mr. Bean's Holiday ","Comedy|Family","Steve Bendelack","PG",6,6,218,57
"tt0426931","August Rush ","Drama|Music","Kirsten Sheridan","PG",8,7,350,98
"tt0127536","Elizabeth ","Biography|Drama|History","Shekhar Kapur","R",8,7,294,36
"tt0111161","The Shawshank Redemption ","Crime|Drama","Frank Darabont","R",9,9,4361,956
"tt0116778","Kingpin ","Comedy|Sport","Bobby Farrelly","PG-13",7,7,134,17
"tt0272338","Punch-Drunk Love ","Comedy|Drama|Romance|Thriller","Paul Thomas Anderson","R",7,7,574,69
"tt0356150","EuroTrip ","Comedy","Jeff Schaffer","R",7,6,247,43
"tt0388980","The Greatest Game Ever Played ","Drama|History|Sport","Bill Paxton","PG",8,8,101,18
"tt0265208","The Girl Next Door ","Comedy|Drama|Romance","Luke Greenfield","R",7,8,401,62
"tt3569230","Legend ","Biography|Crime|Drama|History|Thriller","Brian Helgeland","R",7,7,190,58
"tt1291584","Warrior ","Drama|Sport","Gavin O'Connor","PG-13",8,8,475,147
"tt0898367","The Road ","Adventure|Drama","John Hillcoat","R",7,6,470,179
"tt0114614","Tank Girl ","Action|Comedy|Sci-Fi","Rachel Talalay","R",5,6,134,17
"tt0120082","Scream 2 ","Horror|Mystery","Wes Craven","R",6,7,321,78
"tt0190138","The Whole Nine Yards ","Comedy|Crime","Jonathan Lynn","R",7,7,219,17
"tt0302886","Old School ","Comedy","Todd Phillips","R",7,7,284,32
"tt0101889","The Fisher King ","Comedy|Drama|Fantasy","Terry Gilliam","R",8,8,138,27
"tt0172493","Girl, Interrupted ","Biography|Drama","James Mangold","R",7,8,272,30
"tt0464154","Piranha 3D ","Comedy|Horror","Alexandre Aja","R",6,6,344,133
"tt0347149","Howl's Moving Castle ","Adventure|Animation|Family|Fantasy","Hayao Miyazaki","PG",8,8,313,80
"tt1156398","Zombieland ","Adventure|Comedy|Horror|Sci-Fi","Ruben Fleischer","R",8,7,522,188
"tt0120484","The Waterboy ","Comedy|Sport","Frank Coraci","PG-13",6,6,196,21
"tt0080684","Star Wars: Episode V - The Empire Strikes Back ","Action|Adventure|Fantasy|Sci-Fi","Irvin Kershner","PG",9,10,401,95
"tt0112442","Bad Boys ","Action|Comedy|Crime|Drama|Thriller","Michael Bay","R",7,7,146,26
"tt0195714","Final Destination ","Horror|Thriller","James Wong","R",7,7,459,90
"tt0134847","Pitch Black ","Horror|Sci-Fi","David Twohy","R",7,7,548,74
"tt1798709","Her ","Drama|Romance|Sci-Fi","Spike Jonze","R",8,7,719,231
"tt0099653","Ghost ","Drama|Fantasy|Romance|Thriller","Jerry Zucker","PG-13",7,8,199,53
"tt0129387","There's Something About Mary ","Comedy|Romance","Bobby Farrelly","R",7,7,407,42
"tt0111070","The Santa Clause ","Comedy|Drama|Family|Fantasy","John Pasquin","PG",6,7,91,32
"tt0492956","The Game Plan ","Comedy|Family|Sport","Andy Fickman","PG",6,7,81,21
"tt0112579","The Bridges of Madison County ","Drama|Romance","Clint Eastwood","PG-13",8,8,150,38
"tt0083987","Gandhi ","Biography|Drama|History","Richard Attenborough","PG",8,9,219,46
"tt0113957","The Net ","Action|Crime|Drama|Mystery|Thriller","Irwin Winkler","PG-13",6,6,113,30
"tt0277027","I Am Sam ","Drama","Jessie Nelson","PG-13",8,8,312,37
"tt0320691","Underworld ","Action|Fantasy|Thriller","Len Wiseman","R",7,7,581,119
"tt0424205","Joyeux Noel ","Drama|History|Music|Romance|War","Christian Carion","PG-13",8,9,133,24
"tt0465538","Michael Clayton ","Crime|Drama|Mystery|Thriller","Tony Gilroy","R",7,7,348,100
"tt1045658","Silver Linings Playbook ","Comedy|Drama|Romance","David O. Russell","R",8,7,685,213
"tt1340800","Tinker Tailor Soldier Spy ","Drama|Mystery|Thriller","Tomas Alfredson","R",7,6,458,103
"tt0082971","Raiders of the Lost Ark ","Action|Adventure","Steven Spielberg","PG",9,9,366,65
"tt0104431","Home Alone 2: Lost in New York ","Adventure|Comedy|Family","Chris Columbus","PG",7,7,137,40
"tt0102926","The Silence of the Lambs ","Crime|Drama|Horror|Thriller","Jonathan Demme","R",9,9,600,138
"tt0105793","Wayne's World ","Comedy|Music","Penelope Spheeris","PG-13",7,8,134,27
"tt1457767","The Conjuring ","Horror|Mystery|Thriller","James Wan","R",8,7,733,231
"tt0332379","School of Rock ","Comedy|Music","Richard Linklater","PG-13",7,8,371,53
"tt0113855","Mortal Kombat ","Action|Adventure|Fantasy|Sci-Fi|Thriller","Paul W.S. Anderson","PG-13",6,7,225,48
"tt0381707","White Chicks ","Comedy|Crime","Keenen Ivory Wayans","PG-13",5,6,218,37
"tt2024544","12 Years a Slave ","Biography|Drama|History","Steve McQueen","R",8,8,691,251
"tt0099487","Edward Scissorhands ","Fantasy|Romance","Tim Burton","PG-13",8,9,476,137
"tt2674426","Me Before You ","Drama|Romance","Thea Sharrock","PG-13",8,7,265,122
"tt4651520","Bad Moms ","Comedy","Jon Lucas","R",7,6,213,58
"tt1148204","Orphan ","Horror|Mystery|Thriller","Jaume Collet-Serra","R",7,7,371,156
"tt1895587","Spotlight ","Biography|Crime|Drama|History","Tom McCarthy","R",8,8,437,111
"tt0120094","Selena ","Biography|Drama|Music","Gregory Nava","PG",7,8,100,21
"tt0449467","Babel ","Drama","Alejandro G. Iñárritu","R",8,6,716,230
"tt1371150","This Is Where I Leave You ","Comedy|Drama","Shawn Levy","R",7,6,140,35
"tt0372588","Team America: World Police ","Action|Comedy","Trey Parker","R",7,7,556,104
"tt0120890","Wild Things ","Crime|Drama|Mystery|Thriller","John McNaughton","R",7,7,248,39
"tt0146882","High Fidelity ","Comedy|Drama|Music|Romance","Stephen Frears","R",8,8,467,37
"tt0338013","Eternal Sunshine of the Spotless Mind ","Drama|Fantasy|Romance|Sci-Fi","Michel Gondry","R",8,7,689,180
"tt0815236","She's Out of My League ","Comedy|Romance","Jim Field Smith","R",6,7,128,37
"tt0102744","Quigley Down Under ","Action|Adventure|Drama|Romance|Western","Simon Wincer","PG-13",7,8,80,15
"tt0054215","Psycho ","Horror|Mystery|Thriller","Alfred Hitchcock","R",9,9,411,133
"tt0758758","Into the Wild ","Adventure|Biography|Drama","Sean Penn","R",8,7,713,270
"tt0116367","From Dusk Till Dawn ","Crime|Fantasy|Horror","Robert Rodriguez","R",7,7,440,111
"tt0113321","Home for the Holidays ","Comedy|Drama|Romance","Jodie Foster","PG-13",7,7,56,2
"tt0413015","Mrs Henderson Presents ","Comedy|Drama|Music|War","Stephen Frears","R",7,7,169,29
"tt1791528","Inherent Vice ","Comedy|Crime|Drama|Mystery|Romance","Paul Thomas Anderson","R",7,6,240,46
"tt0119698","Princess Mononoke ","Adventure|Animation|Fantasy","Hayao Miyazaki","PG-13",8,9,486,80
"tt0238380","Equilibrium ","Action|Drama|Sci-Fi|Thriller","Kurt Wimmer","R",8,7,606,130
"tt0099348","Dances with Wolves ","Adventure|Drama|Western","Kevin Costner","PG-13",8,8,323,51
"tt0117571","Scream ","Horror|Mystery","Wes Craven","R",7,8,521,97
"tt0081505","The Shining ","Drama|Horror","Stanley Kubrick","R",8,8,399,130
"tt0088763","Back to the Future ","Adventure|Comedy|Sci-Fi","Robert Zemeckis","PG",9,9,464,109
"tt0245429","Spirited Away ","Adventure|Animation|Family|Fantasy","Hayao Miyazaki","PG",9,9,650,130
"tt0107719","The Nutcracker ","Family|Fantasy|Music","Emile Ardolino","G",6,6,12,2
"tt0384806","The Amityville Horror ","Drama|Horror|Mystery|Thriller","Andrew Douglas","R",6,6,486,172
"tt0268126","Adaptation. ","Comedy|Drama","Spike Jonze","R",8,8,506,110
"tt0120669","Fear and Loathing in Las Vegas ","Adventure|Comedy|Drama","Terry Gilliam","R",8,8,491,59
"tt0110475","The Mask ","Action|Comedy|Crime|Fantasy","Chuck Russell","PG-13",7,8,170,35
"tt0443453","Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ","Comedy","Larry Charles","R",7,5,717,158
"tt0250494","Legally Blonde ","Comedy|Romance","Robert Luketic","PG-13",6,7,373,52
"tt0356680","The Family Stone ","Comedy|Drama|Romance","Thomas Bezucha","PG-13",6,5,450,161
"tt0307987","Bad Santa ","Comedy|Crime|Drama","Terry Zwigoff","R",7,7,369,65
"tt0118655","Austin Powers: International Man of Mystery ","Comedy|Crime","Jay Roach","PG-13",7,7,283,30
"tt0086879","Amadeus ","Biography|Drama|History|Music","Milos Forman","R",8,9,414,77
"tt0377092","Mean Girls ","Comedy","Mark Waters","PG-13",7,8,445,99
"tt2562232","Birdman or (The Unexpected Virtue of Ignorance) ","Comedy|Drama|Romance","Alejandro G. Iñárritu","R",8,5,739,217
"tt0081398","Raging Bull ","Biography|Drama|Sport","Martin Scorsese","R",8,8,407,86
"tt1542344","127 Hours ","Adventure|Biography|Drama|Thriller","Danny Boyle","R",8,8,416,155
"tt2279339","Love the Coopers ","Comedy","Jessie Nelson","PG-13",6,5,81,27
"tt0264796","Life as a House ","Drama","Irwin Winkler","R",8,8,250,39
"tt0109707","Ed Wood ","Biography|Comedy|Drama","Tim Burton","R",8,9,337,49
"tt1032755","RocknRolla ","Action|Crime|Thriller","Guy Ritchie","R",7,7,186,55
"tt0829482","Superbad ","Comedy","Greg Mottola","R",8,7,536,125
"tt0395169","Hotel Rwanda ","Drama|History|War","Terry George","PG-13",8,9,439,82
"tt0230600","The Others ","Fantasy|Horror|Thriller","Alejandro Amenábar","PG-13",8,8,503,78
"tt0090605","Aliens ","Action|Adventure|Sci-Fi","James Cameron","R",8,9,358,96
"tt0119345","I Know What You Did Last Summer ","Horror|Mystery|Thriller","Jim Gillespie","R",6,6,270,59
"tt0454841","The Hills Have Eyes ","Horror","Alexandre Aja","R",6,5,722,262
"tt1981677","Pitch Perfect ","Comedy|Music|Romance","Jason Moore","PG-13",7,7,260,80
"tt1288558","Evil Dead ","Horror","Fede Alvarez","R",7,6,716,233
"tt0443543","The Illusionist ","Drama|Mystery|Romance|Thriller","Neil Burger","PG-13",8,8,619,184
"tt0102492","My Girl ","Comedy|Drama|Family|Romance","Howard Zieff","PG-13",7,8,103,37
"tt0114388","Sense and Sensibility ","Drama|Romance","Ang Lee","PG",8,9,165,28
"tt0097165","Dead Poets Society ","Comedy|Drama","Peter Weir","PG",8,8,409,93
"tt0109686","Dumb & Dumber ","Comedy","Peter Farrelly","PG-13",7,9,338,51
"tt0215129","Road Trip ","Comedy","Todd Phillips","R",7,7,186,20
"tt1748122","Moonrise Kingdom ","Adventure|Comedy|Drama|Romance","Wes Anderson","PG-13",8,7,367,85
"tt0457430","Pan's Labyrinth ","Drama|Fantasy|War","Guillermo del Toro","R",8,8,731,218
"tt0101764","Double Impact ","Action|Crime","Sheldon Lettich","R",6,7,58,12
"tt0425112","Hot Fuzz ","Action|Comedy|Mystery","Edgar Wright","R",8,8,663,134
"tt1131734","Jennifer's Body ","Comedy|Fantasy|Horror","Karyn Kusama","R",5,5,275,104
"tt1403981","Remember Me ","Drama|Romance","Allen Coulter","PG-13",7,8,348,134
"tt0107818","Philadelphia ","Drama","Jonathan Demme","PG-13",8,8,208,40
"tt1028532","Hachi: A Dog's Tale ","Drama|Family","Lasse Hallström","G",8,9,313,102
"tt0099785","Home Alone ","Comedy|Family","Chris Columbus","PG",8,8,245,72
"tt0190332","Crouching Tiger, Hidden Dragon ","Action|Drama|Romance","Ang Lee","PG-13",8,8,575,51
"tt0169547","American Beauty ","Drama","Sam Mendes","R",8,7,577,92
"tt1504320","The King's Speech ","Biography|Drama|History|Romance","Tom Hooper","R",8,8,598,169
"tt2084970","The Imitation Game ","Biography|Drama|Thriller|War","Morten Tyldum","PG-13",8,8,627,210
"tt0436697","The Queen ","Biography|Drama","Stephen Frears","PG-13",7,8,400,76
"tt0110367","Little Women ","Drama|Family|Romance","Gillian Armstrong","PG",7,8,96,19
"tt0077416","The Deer Hunter ","Drama|War","Michael Cimino","R",8,7,368,124
"tt3850590","Krampus ","Comedy|Fantasy|Horror","Michael Dougherty","PG-13",6,6,231,87
"tt0133751","The Faculty ","Horror|Mystery|Sci-Fi","Robert Rodriguez","R",6,7,328,41
"tt0108551","What's Love Got to Do with It ","Biography|Drama|Music","Brian Gibson","R",7,9,45,8
"tt0277371","Not Another Teen Movie ","Comedy","Joel Gallen","R",6,6,252,26
"tt1855199","End of Watch ","Crime|Drama|Thriller","David Ayer","R",8,7,335,104
"tt2980516","The Theory of Everything ","Biography|Drama|Romance","James Marsh","PG-13",8,8,389,111
"tt0056172","Lawrence of Arabia ","Adventure|Biography|Drama|History|War","David Lean","PG",8,9,425,89
"tt2305051","Wild ","Adventure|Biography|Drama","Jean-Marc Vallée","R",7,7,257,81
"tt0093779","The Princess Bride ","Adventure|Family|Fantasy|Romance","Rob Reiner","PG",8,9,597,77
"tt0780504","Drive ","Crime|Drama","Nicolas Winding Refn","R",8,6,643,167
"tt0463854","28 Weeks Later ","Drama|Horror|Sci-Fi","Juan Carlos Fresnadillo","R",7,6,682,302
"tt0115963","The Craft ","Drama|Fantasy|Horror|Thriller","Andrew Fleming","R",6,7,140,36
"tt0416320","Match Point ","Drama|Romance|Thriller","Woody Allen","R",8,6,687,189
"tt0107943","The Remains of the Day ","Drama|Romance","James Ivory","PG",8,9,129,30
"tt0118749","Boogie Nights ","Drama","Paul Thomas Anderson","R",8,8,399,67
"tt1817273","The Place Beyond the Pines ","Crime|Drama|Thriller","Derek Cianfrance","R",7,7,375,123
"tt0887912","The Hurt Locker ","Drama|History|Thriller|War","Kathryn Bigelow","R",8,6,712,254
"tt0118715","The Big Lebowski ","Comedy|Crime","Joel Coen","R",8,8,617,108
"tt0278500","The Importance of Being Earnest ","Comedy|Drama|Romance","Oliver Parker","PG",7,7,92,11
"tt0780536","In Bruges ","Comedy|Crime|Drama","Martin McDonagh","R",8,8,505,136
"tt0373469","Kiss Kiss Bang Bang ","Comedy|Crime|Mystery","Shane Black","R",8,8,315,60
"tt0166924","Mulholland Drive ","Drama|Mystery|Thriller","David Lynch","R",8,6,548,112
